provider,scrape_run_id,event_id,schedule_id,age_year,gender,team_id,team_id_source,team_name,club_name,opponent_id,opponent_id_source,opponent_name,opponent_club_name,game_date,game_time,home_away,goals_for,goals_against,result,venue,source_url,scraped_at
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:bae9dce6c055,tgs:bae9dce6c055,Orozco G12,Titans FC (CA),tgs:533b8a85b8bf,tgs:533b8a85b8bf,Phoenix Rising ECNL G12,,2025-12-06,12:00:00,H,0,6,L,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:533b8a85b8bf,tgs:533b8a85b8bf,Phoenix Rising ECNL G12,,tgs:bae9dce6c055,tgs:bae9dce6c055,Orozco G12,Titans FC (CA),2025-12-06,12:00:00,A,6,0,W,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:3e8200c6b4b0,tgs:3e8200c6b4b0,ECNL G13,San Diego Surf,tgs:9012adc83edf,tgs:9012adc83edf,Arizona Arsenal ECNL G12,,2025-12-06,12:00:00,H,3,2,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9012adc83edf,tgs:9012adc83edf,Arizona Arsenal ECNL G12,,tgs:3e8200c6b4b0,tgs:3e8200c6b4b0,ECNL G13,San Diego Surf,2025-12-06,12:00:00,A,2,3,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9960f10e35e3,tgs:9960f10e35e3,San Diego Surf ECNL RL Southwest G12,,tgs:bebee6f361c3,tgs:bebee6f361c3,Pateadores ECNL G12,,2025-12-06,12:00:00,H,0,3,L,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:bebee6f361c3,tgs:bebee6f361c3,Pateadores ECNL G12,,tgs:9960f10e35e3,tgs:9960f10e35e3,San Diego Surf ECNL RL Southwest G12,,2025-12-06,12:00:00,A,3,0,W,Field 8 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9738534c2c36,tgs:9738534c2c36,San Diego Surf ECNL G12,,tgs:533b8a85b8bf,tgs:533b8a85b8bf,Phoenix Rising ECNL G12,,2025-12-07,11:00:00,H,2,0,W,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:533b8a85b8bf,tgs:533b8a85b8bf,Phoenix Rising ECNL G12,,tgs:9738534c2c36,tgs:9738534c2c36,San Diego Surf ECNL G12,,2025-12-07,11:00:00,A,0,2,L,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:86fdb6567f28,tgs:86fdb6567f28,Slammers FC HB Koge ECNL G13,,tgs:bae9dce6c055,tgs:bae9dce6c055,Orozco G12,Titans FC (CA),2025-12-07,11:00:00,H,11,0,W,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:bae9dce6c055,tgs:bae9dce6c055,Orozco G12,Titans FC (CA),tgs:86fdb6567f28,tgs:86fdb6567f28,Slammers FC HB Koge ECNL G13,,2025-12-07,11:00:00,A,0,11,L,Field 5 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9012adc83edf,tgs:9012adc83edf,Arizona Arsenal ECNL G12,,tgs:bebee6f361c3,tgs:bebee6f361c3,Pateadores ECNL G12,,2025-12-07,11:00:00,H,3,0,W,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:bebee6f361c3,tgs:bebee6f361c3,Pateadores ECNL G12,,tgs:9012adc83edf,tgs:9012adc83edf,Arizona Arsenal ECNL G12,,2025-12-07,11:00:00,A,0,3,L,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:3e8200c6b4b0,tgs:3e8200c6b4b0,ECNL G13,San Diego Surf,tgs:9960f10e35e3,tgs:9960f10e35e3,San Diego Surf ECNL RL Southwest G12,,2025-12-07,11:00:00,H,3,0,W,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9960f10e35e3,tgs:9960f10e35e3,San Diego Surf ECNL RL Southwest G12,,tgs:3e8200c6b4b0,tgs:3e8200c6b4b0,ECNL G13,San Diego Surf,2025-12-07,11:00:00,A,0,3,L,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:9738534c2c36,tgs:9738534c2c36,San Diego Surf ECNL G12,,tgs:86fdb6567f28,tgs:86fdb6567f28,Slammers FC HB Koge ECNL G13,,2025-12-07,15:00:00,H,4,0,W,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35457,2012,Girls,tgs:86fdb6567f28,tgs:86fdb6567f28,Slammers FC HB Koge ECNL G13,,tgs:9738534c2c36,tgs:9738534c2c36,San Diego Surf ECNL G12,,2025-12-07,15:00:00,A,0,4,L,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,2025-12-06,08:00:00,H,0,1,L,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,2025-12-06,08:00:00,A,1,0,W,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,2025-12-06,08:00:00,H,0,3,L,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,2025-12-06,08:00:00,A,3,0,W,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,2025-12-06,09:45:00,H,0,0,D,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,2025-12-06,09:45:00,A,0,0,D,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,2025-12-06,10:30:00,H,0,2,L,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,2025-12-06,10:30:00,A,2,0,W,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,2025-12-06,11:45:00,H,0,1,L,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,2025-12-06,11:45:00,A,1,0,W,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,2025-12-06,11:45:00,H,1,0,W,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,2025-12-06,11:45:00,A,0,1,L,Field 20 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,2025-12-06,13:30:00,H,2,1,W,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,2025-12-06,13:30:00,A,1,2,L,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,2025-12-06,13:30:00,H,0,0,D,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,2025-12-06,13:30:00,A,0,0,D,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,2025-12-07,08:00:00,H,4,0,W,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:a6d5103dad57,tgs:a6d5103dad57,Colorado Rapids -ECNL-RL G12 South,,tgs:0917f03ac061,tgs:0917f03ac061,ECNL RL G12,Burlingame SC,2025-12-07,08:00:00,A,0,4,L,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,2025-12-07,08:00:00,H,0,5,L,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:8c290ab9817d,tgs:8c290ab9817d,Colorado Rapids Central ECNL RL G12,,tgs:95b9574d12fe,tgs:95b9574d12fe,Arizona Arsenal ECNL RL G12,,2025-12-07,08:00:00,A,5,0,W,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,2025-12-07,08:30:00,H,1,1,D,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,tgs:e4d9bc10bd0c,tgs:e4d9bc10bd0c,ECS 2012 G Elite,Elmhurst City Surf,2025-12-07,08:30:00,A,1,1,D,Field 9 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,2025-12-07,09:15:00,H,5,0,W,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:00ff0f228925,tgs:00ff0f228925,Rebels SC ECNL RL G12,,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,2025-12-07,09:15:00,A,0,5,L,Field 13 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,2025-12-07,12:15:00,H,0,6,L,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35471,2012,Girls,tgs:50e36afc0019,tgs:50e36afc0019,Monterey Surf G12 ECNL-RL,Monterey Surf SC,tgs:0e24be814b31,tgs:0e24be814b31,G2012,South Valley Surf,2025-12-07,12:15:00,A,6,0,W,Field 6 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,2025-12-06,10:30:00,H,2,0,W,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,2025-12-06,10:30:00,A,0,2,L,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,2025-12-06,10:30:00,H,8,0,W,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,2025-12-06,10:30:00,A,0,8,L,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,2025-12-06,14:15:00,H,0,0,D,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,2025-12-06,14:15:00,A,0,0,D,Field 18 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,2025-12-06,15:15:00,H,4,2,W,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,2025-12-06,15:15:00,A,2,4,L,Field 1 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,2025-12-07,09:15:00,H,1,0,W,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,2025-12-07,09:15:00,A,0,1,L,Field 17 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,2025-12-07,10:30:00,H,0,1,L,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:e6d6636f6249,tgs:e6d6636f6249,Sound FC G12A,Sound FC,tgs:856a802de97a,tgs:856a802de97a,San Diego Surf ECNL RL SoCal G12,,2025-12-07,10:30:00,A,1,0,W,Field 19 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,2025-12-07,13:00:00,H,2,4,L,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35485,2012,Girls,tgs:59995d18ada3,tgs:59995d18ada3,NW Elite 2012 Girls,No Club Selection,tgs:20bf126ac29d,tgs:20bf126ac29d,12G NPL,IR Academy,2025-12-07,13:00:00,A,4,2,W,Field 7 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35456,2013,Girls,tgs:ed23019c2f4f,tgs:ed23019c2f4f,Pre-ECNL G14,Slammers FC HB Koge,tgs:2ca12e315608,tgs:2ca12e315608,Pateadores ECNL G13,,2025-12-06,07:45:00,H,1,1,D,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
tgs,2025-12-11T16:46:06.006829+00:00_192915,4067,35456,2013,Girls,tgs:2ca12e315608,tgs:2ca12e315608,Pateadores ECNL G13,,tgs:ed23019c2f4f,tgs:ed23019c2f4f,Pre-ECNL G14,Slammers FC HB Koge,2025-12-06,07:45:00,A,1,1,D,Field 4 (11 v 11),https://public.totalglobalsports.com/public/event/4067,2025-12-11T16:46:06.006829+00:00
